schoolid,tracking,bottomhalf,scoreendfirstgrade
452,1,0,.36352283
452,1,0,-1.1043388
452,1,0,1.3486279
452,1,0,.0053739846
452,1,0,.63781625
452,1,0,.15505989
452,1,0,.17857066
456,1,1,-1.2101376
456,1,1,-1.3049648
456,1,1,-1.4295723
456,1,1,-1.4201679
456,1,1,-1.4295723
456,1,1,-1.4295723
456,1,1,-1.119229
456,1,1,-1.255592
456,1,1,-.856691
456,1,1,-.99070287
456,1,1,-.99227029
456,1,1,-1.2007333
456,1,1,-1.3104507
456,1,1,-1.0408593
456,1,1,-.92330509
456,1,1,-1.2101376
456,1,1,-1.0361573
456,1,1,-1.3872528
456,1,1,-1.3355289
456,1,1,-.95935512
456,1,1,-.74775732
456,1,1,-.081616208
456,1,1,-1.4201679
456,1,1,-.25716391
456,1,1,-.70700514
456,1,1,-1.3010463
456,1,1,-.85904211
456,1,1,-1.08553
456,1,0,-.34023565
456,1,0,-.45073673
456,1,0,-.68349427
456,1,0,-.59258562
456,1,0,-.9060638
456,1,0,-.74932474
456,1,0,-.87785071
456,1,0,-.075346611
456,1,0,-.26500094
456,1,0,-.21954662
456,1,0,-.64666057
456,1,0,.11430763
456,1,0,-.70543778
456,1,0,-.87001383
456,1,0,-.14117707
456,1,0,-1.1678181
456,1,0,-1.227379
456,1,0,-.57691169
456,1,1,-.8715812
456,1,0,-.79791379
456,1,0,.14722286
456,1,0,-.73051602
456,1,0,.12841415
456,1,0,-.46405953
456,1,0,.20991847
456,1,0,-.080048785
456,1,0,-.14431182
456,1,0,.32277068
456,1,0,.29769236
483,0,0,1.5061507
483,0,0,.81728238
483,0,0,.77104455
483,0,1,-1.3308268
483,0,0,1.1244911
483,0,0,.23656419
483,0,0,.17230116
483,0,0,-.75245947
483,0,1,-.856691
483,0,1,-1.4013593
483,0,0,-1.0714235
483,0,1,-1.4131147
483,0,1,-1.3167201
483,0,0,.3494162
483,0,0,1.4246465
483,0,0,-.51108128
483,0,1,-1.3143691
483,0,0,-1.1145267
483,0,0,-.015785754
483,0,1,.19581194
483,0,0,1.0884411
483,0,1,-.8465029
483,0,1,-.94133008
483,0,1,-1.3088832
483,0,1,-1.1349028
483,0,0,1.448941
483,0,0,1.1464344
483,0,0,.29455763
483,0,1,-1.0486964
483,0,1,-.96875942
483,0,0,.661327
483,0,1,-.21641177
483,0,0,.16916631
483,0,1,-.46719429
483,0,0,.30474567
483,0,0,-.87314862
483,0,1,-1.4295723
483,0,1,-1.1764387
483,0,0,-.39195958
483,0,0,.12841415
483,0,0,-.4374139
483,0,1,-.93427682
483,0,0,.056314204
483,0,1,-.85669094
483,0,0,-.82534313
483,0,1,-.025190104
483,0,1,.12763055
483,0,0,.16603157
483,0,1,-.45778993
483,0,1,-.94054639
483,0,0,.32198697
483,0,0,.69267493
483,0,0,-.35434219
483,0,1,-.98913544
483,0,1,-.51421607
483,0,1,.32277068
483,0,0,.66994786
484,0,1,-.92487246
484,0,0,1.3611671
484,0,0,-.88568771
484,0,1,-.68584538
484,0,0,2.5868664
484,0,1,-.50167692
484,0,1,-.55967039
484,0,1,.02810115
484,0,1,-.42957699
484,0,0,1.8674343
484,0,0,2.2075584
484,0,0,1.7874975
484,0,0,2.2224483
484,0,1,-.81515515
484,0,1,1.7451779
484,0,1,-.22268137
484,0,0,1.5359312
484,0,0,1.2490987
484,0,0,1.2820138
484,0,1,.87214106
484,0,1,-.6772247
484,0,1,-.29791617
484,0,1,.16054568
484,0,1,.561014
484,0,0,-.28302595
484,0,0,1.4724519
484,0,0,2.2859275
484,0,0,-.19133358
484,0,1,1.7067767
484,0,1,-.90449643
484,0,0,1.168378
484,0,1,-.33553347
484,0,0,1.4285648
484,0,1,1.4646147
484,0,0,1.5453354
484,0,0,2.1801291
484,0,0,-.23835532
484,0,1,-1.1098247
484,0,0,1.927779
484,0,0,1.0202596
484,0,0,.52653146
484,0,0,.90035415
484,0,0,-.49227259
484,0,0,.77731389
484,0,1,1.3729224
484,0,1,.55631191
484,0,1,.0053739846
484,0,1,.035938073
484,0,1,-.5737769
484,0,1,2.1064613
484,0,0,.12214456
484,0,0,-.12158465
484,0,0,.59157819
485,0,0,-.26029879
485,0,0,1.471668
485,0,0,.92308122
485,0,0,-.49227259
485,0,1,-.72424644
485,0,0,-.62393343
485,0,1,-1.3284756
485,0,0,-.34572154
485,0,1,-1.4295723
485,0,1,.55709565
485,0,0,.59628028
485,0,0,1.7412593
485,0,1,-1.4295723
485,0,0,1.1973748
485,0,0,-1.4295723
485,0,1,-1.3801996
485,0,0,.32982379
485,0,1,-.76813334
485,0,1,-1.0949343
485,0,1,-1.4295723
485,0,0,.5367195
485,0,0,.78985304
485,0,0,-1.3143691
485,0,0,-1.4295723
485,0,0,-.59963888
485,0,0,.23342934
485,0,0,.05944895
485,0,0,-.33004758
485,0,0,1.3149291
485,0,0,-.80183226
485,0,0,1.08609
485,0,0,-.31515744
485,0,0,.59706396
485,0,1,-.65606493
485,0,1,-1.1834919
485,0,1,-1.2885071
485,0,1,-.26029879
485,0,0,.12527941
485,0,0,.5100739
485,0,1,-.82299209
485,0,0,-.44211608
485,0,1,-1.3143691
485,0,1,-.26500094
485,0,0,-1.2211094
485,0,1,-1.319855
485,0,1,1.0226107
485,0,0,-1.3778484
485,0,1,-1.1004202
485,0,0,.13938594
485,0,0,-1.1254985
485,0,1,-1.2704822
485,0,0,-.10826184
485,0,1,-1.1811409
485,0,1,-1.1004202
485,0,1,-1.3849016
485,0,1,-.56985843
488,1,1,-.33239874
488,1,1,.37292719
488,1,1,-.4107683
488,1,1,-1.1004202
488,1,1,-.80810183
488,1,1,-.99070287
488,1,1,-1.2101376
488,1,1,-.46719429
488,1,1,-.16939011
488,1,1,.33766091
488,1,1,.38860103
488,1,1,.13781852
488,1,1,-1.0784768
488,1,1,.96461719
488,1,1,.74126387
488,1,1,-1.319855
488,1,1,-.23365314
488,1,1,-.28224224
488,1,1,.098633781
488,1,1,-.35747692
488,1,1,-1.2101376
488,1,1,.012427196
488,1,1,-1.2101376
488,1,1,.76947713
488,1,1,-.70543778
488,1,0,1.8360865
488,1,0,-.30105093
488,1,0,-1.1035551
488,1,0,.3854664
488,1,0,-.096506454
488,1,0,1.039852
488,1,0,-.021271642
488,1,0,1.0273128
488,1,0,.78044873
488,1,0,-.79869753
488,1,0,-.3606118
488,1,0,.97088665
488,1,0,-.73051602
488,1,0,-.69211489
488,1,0,-.31045529
488,1,0,-.44211608
488,1,0,-.74148774
488,1,0,.71461844
488,1,0,.47872597
488,1,0,1.0265293
488,1,0,-.11296401
488,1,0,.98264217
488,1,0,2.2545798
488,1,0,.27731624
488,1,0,-.26970312
488,1,0,.31336632
488,1,0,.96383345
488,1,0,-.076130323
488,1,0,-.13804221
488,1,0,1.9309136
488,1,0,.86665529
490,1,1,-1.4295723
490,1,1,-1.4201679
490,1,1,.32747287
490,1,1,-.27754006
490,1,1,-.74383885
490,1,1,-1.1043388
490,1,1,-1.0502638
490,1,1,-.7062214
490,1,1,-.39822918
490,1,1,-1.4295723
490,1,1,-.10355966
490,1,1,.20835114
490,1,1,-1.4295723
490,1,1,-.74227148
490,1,1,-.79477906
490,1,1,-.52518785
490,1,1,-1.4107636
490,1,1,.30709672
490,1,1,.69580978
490,1,1,-.61374539
490,1,1,-.033027131
490,1,1,-.19760317
490,1,1,-.15920205
490,1,1,.02810115
490,1,1,.10020121
490,1,1,.80395967
490,1,0,.18484026
490,1,0,.18562397
490,1,0,-.48600298
490,1,0,-.30575311
490,1,0,.15192504
490,1,0,-.38255525
490,1,0,1.7036421
490,1,0,-.025190104
490,1,0,.31493366
490,1,0,.24910319
490,1,0,-.70543778
490,1,0,-.63647258
490,1,0,-.33083132
490,1,0,-.21327703
490,1,0,-.70543778
490,1,0,1.3211986
490,1,0,-.37471831
490,1,0,-.13882592
490,1,0,.04064025
490,1,0,.66367817
490,1,0,.25458917
490,1,0,.10333595
490,1,0,.41838151
490,1,0,.043775104
490,1,0,.92229772
490,1,0,-.084750958
490,1,0,-.32612923
490,1,0,1.062579
490,1,0,.44267601
490,1,0,.25850755
490,1,0,1.6503507
492,1,1,-.96875942
492,1,1,-1.4295723
492,1,1,-1.3104507
492,1,1,-.88098556
492,1,1,-1.3966571
492,1,1,-1.0345899
492,1,1,-1.2211094
492,1,1,-1.4295723
492,1,1,-1.0910159
492,1,1,-1.2430528
492,1,1,-1.3104507
492,1,1,-.44289979
492,1,1,-.48443568
492,1,1,-1.2211094
492,1,1,.12684684
492,1,1,-.80575079
492,1,1,-1.2414855
492,1,1,-1.0910159
492,1,1,-.46719429
492,1,1,-.66938776
492,1,1,-.83553118
492,1,0,-.26029879
492,1,0,-.44525084
492,1,0,-1.1599811
492,1,0,-.78694206
492,1,0,.60960317
492,1,0,-.60198998
492,1,0,.36665767
492,1,0,-.57691169
492,1,0,.24440111
492,1,0,-.37942049
492,1,0,-.74932474
492,1,0,-1.1254985
492,1,0,-.21641177
492,1,0,1.5257431
492,1,0,.28280213
492,1,0,.2694793
492,1,0,-.014218431
492,1,0,1.3744898
492,1,0,.021047939
492,1,0,-.802616
492,1,0,-.19681945
492,1,0,-.28851184
492,1,0,1.719316
492,1,0,.60411716
494,1,1,-1.0439942
494,1,1,1.1009802
494,1,1,-1.0439942
494,1,1,-1.2736169
494,1,1,-1.2822376
494,1,1,-1.3465006
494,1,1,-.085534669
494,1,1,-.91546816
494,1,1,-1.2587267
494,1,1,-1.2046517
494,1,1,-1.1004202
494,1,1,-.62314975
494,1,1,-.88098556
494,1,1,-.77126819
494,1,1,-.21719548
494,1,1,-.40920088
494,1,1,-.76186383
494,1,1,-.99070287
494,1,1,-.54478025
494,1,1,-.42252368
494,1,1,-.29478133
494,1,1,-.66155082
494,1,1,-.080832496
494,1,1,-1.2610778
494,1,0,-.74697357
494,1,0,-.53302473
494,1,0,-.75402689
494,1,0,-.0032466529
494,1,0,-.6772247
494,1,0,-1.0345899
494,1,0,-.56829107
494,1,0,-.51891822
494,1,0,-.20622382
494,1,0,-.10512709
494,1,0,-1.0628029
494,1,0,-.54242909
494,1,0,-.73051602
494,1,0,-1.2305137
494,1,0,-.96248984
494,1,0,-.098857485
494,1,0,-.99070287
494,1,0,.064151123
494,1,0,-.71876055
494,1,0,-1.1631159
494,1,0,-.66782033
494,1,0,-.49697477
494,1,0,-.33239874
494,1,0,-.89665943
494,1,0,-1.0972854
494,1,0,-.36923242
494,1,0,1.2396942
495,0,1,-.88098556
495,0,1,-1.3966571
495,0,0,-.7657823
495,0,0,-.09023685
495,0,1,-.55183345
495,0,1,-1.3966571
495,0,1,-.78380728
495,0,0,-.98756808
495,0,1,-1.402143
495,0,1,-1.2508898
495,0,1,-.57847905
495,0,1,-1.1004202
495,0,0,.44345972
495,0,0,-1.1584136
495,0,0,-.80575079
495,0,0,-.58083022
495,0,0,.021831546
495,0,1,-.65606493
495,0,1,-1.2046517
495,0,1,-1.2649963
495,0,0,-.94368118
495,0,0,.21148589
495,0,0,-1.1552789
495,0,0,-.65214646
495,0,0,.22872727
495,0,0,-.094155312
495,0,1,-1.4295723
495,0,1,-1.1952474
495,0,0,-.88098556
495,0,0,1.4998813
495,0,0,.25694022
495,0,1,-1.3543376
495,0,1,-.58631605
495,0,0,-1.4295723
495,0,0,-1.319855
495,0,1,-1.0972854
495,0,0,-.21170959
495,0,1,-.88098556
495,0,0,-.81907356
495,0,0,1.021827
495,0,1,-.98913544
495,0,0,.12292827
495,0,1,-1.2979115
495,0,1,-1.0729909
495,0,1,-1.0628029
495,0,1,-1.0455616
495,0,0,-.87941808
495,0,1,-1.1552789
495,0,0,.85960186
495,0,0,.7655586
495,0,1,-1.0729909
495,0,1,-.73051602
496,0,1,1.2373432
496,0,0,.55317706
496,0,0,1.9606941
496,0,0,.011643587
496,0,0,.224025
496,0,0,.24126627
496,0,0,-.13647489
496,0,0,-.21797919
496,0,1,.72559005
496,0,0,-.8715812
496,0,0,-.44368351
496,0,0,1.8799734
496,0,0,.33766091
496,0,1,.90740734
496,0,1,.15976197
496,0,1,.16916631
496,0,1,-.62550086
496,0,1,-.084750958
496,0,1,2.0657094
496,0,1,.3744944
496,0,1,-.60198998
496,0,1,-.73678559
496,0,1,-.2367879
496,0,1,-.50167692
496,0,0,.55004245
496,0,0,.8964358
496,0,0,.46305212
496,0,0,.45443147
496,0,1,-1.0063767
496,0,0,.27104676
496,0,0,1.5233921
496,0,1,-.56280524
496,0,1,.47559133
496,0,0,.39173588
496,0,1,.23969895
496,0,1,.87762707
496,0,1,-.070644535
496,0,1,-.15685092
496,0,1,-.5471313
496,0,0,.12136095
496,0,1,1.4544268
496,0,0,2.2059908
496,0,1,.37919667
496,0,1,1.4818561
496,0,0,1.6754289
496,0,0,.90035415
496,0,0,.43640649
496,0,0,1.4779377
496,0,0,2.6048915
496,0,0,.53201723
496,0,0,.15662721
496,0,0,1.2059954
496,0,0,1.4246465
498,1,0,-.19995421
498,1,1,-.24775957
498,1,1,-.68427795
498,1,1,-1.319855
498,1,1,-.20622382
498,1,1,-1.1928964
498,1,1,.93718785
498,1,1,-.96013874
498,1,1,.55004245
498,1,1,-.58083022
498,1,1,-1.0055931
498,1,1,-.3182922
498,1,1,-.90841484
498,1,1,-.65057909
498,1,1,-1.2070028
498,1,1,-.3167249
498,1,1,-1.2791028
498,1,1,-.78380728
498,1,1,-1.3637419
498,1,1,.50693905
498,1,1,-.29478133
498,1,1,-1.1819246
498,1,1,-.030675992
498,1,1,.14330439
498,1,1,-.71249104
498,1,1,-.21954662
498,1,1,.24440111
498,1,1,.99047929
498,1,0,-.22503251
498,1,0,-.5314573
498,1,0,.99674881
498,1,0,-.49697477
498,1,0,-.22895098
498,1,0,.50145322
498,1,0,-.70778883
498,1,0,-.10199223
498,1,0,-.41390303
498,1,0,.41054437
498,1,0,-.32064325
498,1,0,.45991728
498,1,0,1.3799758
498,1,0,.69659328
498,1,0,1.1143031
498,1,0,.0375055
498,1,0,-.10434338
498,1,0,-.45935738
498,1,0,.68640542
498,1,0,.062583804
498,1,0,.51477593
498,1,0,.35646963
498,1,1,-.27754006
500,1,1,.30161095
500,1,1,.013210909
500,1,1,1.430916
500,1,1,.9403227
500,1,1,-.19054985
500,1,1,-.76891708
500,1,1,2.1244864
500,1,1,-.62079865
500,1,1,.15114132
500,1,1,.78358358
500,1,1,-.24070635
500,1,1,-1.1254985
500,1,1,1.7177485
500,1,1,.43405536
500,1,1,.010859874
500,1,1,1.6268399
500,1,1,.05944895
500,1,1,-.7508921
500,1,1,-1.0596681
500,1,1,.71305102
500,1,1,-1.0972854
500,1,1,-.66390193
500,1,0,.46383584
500,1,0,2.5280893
500,1,0,.63781625
500,1,0,1.6503507
500,1,0,1.9191581
500,1,0,1.8979985
500,1,0,2.6268351
500,1,0,-.56593996
500,1,0,1.7733909
500,1,0,.64408571
500,1,0,1.2733933
500,1,0,1.2569356
500,1,0,1.528878
500,1,0,1.7263691
500,1,0,.18640758
500,1,0,.53907067
500,1,0,3.2584939
500,1,0,1.7052094
500,1,0,.4614847
500,1,0,.75223565
500,1,0,1.7279366
500,1,0,1.0907921
500,1,0,2.249094
500,1,0,1.0962781
500,1,0,2.2396896
500,1,0,2.1409442
500,1,0,1.9881234
500,1,0,2.1142983
500,1,0,2.4951746
500,1,0,2.9842005
666,1,1,-1.1349028
666,1,1,-1.0345899
666,1,1,-.59023452
666,1,1,.51164109
666,1,1,-.94681591
666,1,1,-.20073792
666,1,1,-.6450932
666,1,1,-.17644332
666,1,1,-.63333774
666,1,1,2.1997211
666,1,1,.61665636
666,1,1,1.9779353
666,1,1,.81258035
666,1,1,2.4559894
666,1,1,1.8337355
666,1,1,.018696798
666,1,1,1.6605387
666,1,1,1.9411017
666,1,1,-.46876171
666,1,0,1.5374987
666,1,0,-.20700753
666,1,0,1.0171247
666,1,0,-.22581622
666,1,0,1.4403203
666,1,0,1.0406357
666,1,0,1.400352
666,1,0,1.7647703
666,1,0,2.7663331
666,1,0,1.9842048
666,1,0,1.8086572
666,1,0,1.5155551
666,1,0,2.4983091
666,1,0,1.9857723
666,1,0,1.9481548
666,1,0,1.8384374
666,1,0,2.0594397
666,1,0,1.4465899
666,1,0,2.5829484
666,1,0,2.383106
668,0,0,-1.0345899
668,0,0,1.8211962
668,0,0,.013210909
668,0,1,-1.3543376
668,0,1,-.95778763
668,0,0,1.5923574
668,0,0,-.12707055
668,0,0,1.2639887
668,0,1,.70991617
668,0,1,1.7663378
668,0,1,-1.2979115
668,0,1,.78123242
668,0,0,-.66155082
668,0,0,2.1856148
668,0,0,1.0186921
668,0,0,-.056537908
668,0,1,.44502714
668,0,0,1.5500376
668,0,0,-1.2352159
668,0,0,1.1260586
668,0,1,1.312578
668,0,0,1.2632053
668,0,1,2.0853016
668,0,1,.23656419
668,0,1,1.4512919
668,0,0,2.2075584
668,0,1,-.89665943
668,0,1,-.65214646
668,0,1,-.27910748
668,0,0,.084527254
668,0,1,1.19424
668,0,0,-.0682934
668,0,0,1.860381
668,0,0,.36038798
668,0,1,-1.4131147
668,0,1,.35960448
668,0,1,-.044782519
668,0,1,-.46014109
668,0,0,2.004581
668,0,1,-1.319855
668,0,1,1.6934539
668,0,1,-.18819882
668,0,0,1.9089702
668,0,1,-.75402689
668,0,0,.85725093
668,0,0,.17230116
668,0,1,-1.1074735
668,0,0,.42308357
668,0,1,-1.0965018
668,0,0,1.104115
668,0,1,-.37628564
670,0,0,2.887022
670,0,0,1.358816
670,0,0,.19189358
670,0,0,2.192668
670,0,0,1.9669635
670,0,0,1.2255876
670,0,0,1.2749605
670,0,0,1.5226083
670,0,1,1.1315444
670,0,1,.71461844
670,0,1,1.8149269
670,0,1,-.21014227
670,0,1,-.081616208
670,0,1,.23969895
670,0,1,-.11923351
670,0,1,-.80575079
670,0,0,2.0320103
670,0,0,1.5837367
670,0,0,2.0061483
670,0,0,1.451292
670,0,0,1.4042703
670,0,0,1.7624192
670,0,0,1.8290334
670,0,0,2.1362419
670,0,0,.54220527
670,0,0,1.5962757
670,0,1,1.2467475
670,0,1,.035154466
670,0,1,1.4050539
670,0,1,1.8956475
670,0,1,.050828315
670,0,1,2.2075584
670,0,1,-1.0251855
670,0,1,2.6644526
670,0,0,.40740973
670,0,1,-.72111166
670,0,1,1.1785659
670,0,1,-.12863787
675,1,1,-.37942049
675,1,1,.12214456
675,1,1,-.94681591
675,1,1,.18797502
675,1,1,.91054219
675,1,1,1.6033289
675,1,1,.0249664
675,1,1,-.081616208
675,1,1,-.13255642
675,1,1,-.39509434
675,1,1,-.83004528
675,1,1,.20756742
675,1,1,-.18271293
675,1,1,.64408571
675,1,1,-.71954429
675,1,1,.28045109
675,1,1,.32277068
675,1,1,1.5085019
675,1,1,.89878672
675,1,1,.82433581
675,1,1,.35490218
675,1,1,1.0751182
675,1,1,.26712829
675,1,1,-.044782519
675,1,1,-.39979652
675,1,1,1.1911054
675,1,1,.37919667
675,1,1,-.50324428
675,1,1,-.84963775
675,1,0,.8188498
675,1,0,1.0226107
675,1,0,1.2443966
675,1,0,1.7169648
675,1,0,1.0743345
675,1,0,-.30732042
675,1,0,1.6918867
675,1,0,-.72581387
675,1,0,1.0774692
675,1,0,.83373994
675,1,0,.25302175
675,1,0,.59392935
675,1,0,1.687968
675,1,0,-.41311932
675,1,0,-.41703779
675,1,0,1.3235497
675,1,0,.79298794
675,1,0,1.4810725
675,1,0,1.2169672
675,1,0,1.9081866
675,1,0,.85411608
675,1,0,2.7412548
675,1,0,1.0602279
675,1,0,1.4034866
676,0,0,2.596271
676,0,0,-.085534669
676,0,0,2.0186872
676,0,0,.17073373
676,0,0,.75850534
676,0,1,-1.0949343
676,0,1,-.99070287
676,0,1,-.65057909
676,0,1,.0030228447
676,0,0,-.74932474
676,0,1,-1.0181322
676,0,0,2.6346722
676,0,1,-1.319855
676,0,1,-.83161277
676,0,1,-1.0455616
676,0,0,1.9990952
676,0,1,-.74932474
676,0,0,2.2263665
676,0,1,-.64979535
676,0,0,.38703382
676,0,1,-.98521698
676,0,0,2.6425095
676,0,0,.41994894
676,0,1,-1.0620192
676,0,1,.12057723
676,0,1,1.6809149
676,0,1,-.16782269
676,0,0,.46226841
676,0,1,-.5737769
676,0,0,.32668915
676,0,1,-.98756808
676,0,0,1.89408
676,0,0,.28828803
676,0,0,2.3447051
676,0,1,2.5641398
676,0,0,1.770256
676,0,0,1.927779
676,0,1,-1.319855
676,0,0,-1.2211094
676,0,1,-.77126819
676,0,0,.35176733
676,0,0,.015562049
676,0,0,1.637028
676,0,0,-.42565852
676,0,0,2.8274612
676,0,1,-.740704
676,0,0,1.3227661
676,0,0,.35490218
676,0,1,1.3211986
676,0,1,-.33239874
678,1,1,-1.1748713
678,1,1,-1.319855
678,1,1,-1.4295723
678,1,1,-1.0878811
678,1,1,-.7775377
678,1,1,-.85904211
678,1,1,-1.2924256
678,1,1,-.45857364
678,1,1,.46070099
678,1,1,2.2122602
678,1,1,-.41625419
678,1,1,-.43271175
678,1,1,-1.2187582
678,1,1,-.6450932
678,1,1,.30161095
